molecules,pkb
CCN1CCCC1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,9.12
CON=C(C)CC(C)(C)NCCNC(C)(C)CC(C)=NO,6.28
CCCCc1c(C)[nH]c(NCC)nc1=O,11.04
NCCc1ccccn1,9.51
Nc1cc2ccccc2cn1,5.05
Nc1cccc2nn(C3CC(O)C(CO)O3)nc12,2.4
CC(C)(C)c1cccnc1,5.82
CCNc1ncnc2[nH]ncc12,4.6
OCC1CCN2CCC(O)C12,10.24
COc1nccc(C)n1,2.1
CC(N)CCc1ccc(O)cc1,9.14
Nc1ccc(F)cc1,4.64
COc1ccc(C=O)cc1C(=O)NC1CC2CCC(C1)N2Cc1ccccc1,8.74
COC(=O)c1ccc(N)cc1,2.44
CCCCCNc1ccccc1,5.2
Cc1cc(Br)cc(C)c1N,3.54
Cc1[nH]nc2ccc(N)cc12,5.25
Nc1nc(N)c2ccccc2n1,8.12
CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,6.62
O=C(O)CCc1c[nH]cn1,7.55
CC(CC(C)=Nc1ccccc1)=Nc1ccccc1,7.22
CCC(=O)c1ccccc1,17.56
Sc1cccnc1,2.28
Cc1cc(C)n(-c2ccccn2)n1,1.89
Cc1cc(C(N)CO)c(O)c(C(N)CO)c1,9.0
CCCC(N)C(=O)O,9.86
CNC(=O)C=C(c1ccc2nc(N)n(C(C)C)c2c1)c1cccc(F)c1F,6.69
NCc1ccc(Cl)c(N)c1,9.33
NCCc1ccccc1,9.89
NCC(=O)Nc1ccc([N+](=O)[O-])cc1,8.5
Nc1ccccc1,4.6
C[Si](C)(C)c1cccc(N)c1,4.64
NCC(O)c1ccc(Cl)cc1,9.04
CCOCCN(C)c1ccccc1,4.8
CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,9.7
CCN(CC)CC(=O)NC1CCc2ccccc21,8.19
Cc1cc(N)ccc1CN,9.77
CN(C)c1cc[n+](O)cc1,-7.58
CC(=O)c1ccc(N)cc1,2.27
Cc1cccc(CN)c1,9.37
C(CNCCc1nn[nH]n1)NCCc1nn[nH]n1,9.33
Cc1cc(-c2ccccn2)nn1C,4.52
CN(C)C=Nc1ccccc1Cl,6.85
Cc1ccccc1C(=NCCCN(C)C)c1ccccc1Cl,8.95
NC(=O)c1ccccn1,2.25
CCCN1C=CC(=CC=C2C=CC(=O)C=C2)C=C1,8.5
CC(O)C(O)c1cnc2[nH]c(N)nc(=O)c2n1,10.06
Cc1nc2ccccc2n(C)c1=O,0.51
CNc1ccc(O)cc1,6.0
COc1ccnnc1,3.7
c1ccc2ncncc2c1,3.51
NCC(=O)N1CCCC1C(=O)O,8.49
CC(=O)N(C)c1ccccn1,2.01
CCNc1ccc(C)cc1,5.72
CCC12CCCN3CCC4(c5cccc(OC)c5NC4CC1)C32,8.46
c1ccc2nc3ccccc3cc2c1,5.48
COC(=O)c1cc(Br)c(=O)n(N)c1,2.4
Cn1c(CBr)nc2c(O)ccc(O)c21,3.99
CCn1c(=O)n(C)c2ccccc21,-3.7
CN(C)C=Nc1ccccc1Br,6.71
CN1CCn2c(nc3ccccc32)C1,2.55
CCNc1nc(N)nc(N)n1,5.23
CC1=C(CC(C)NCC(O)c2ccc(C)cc2)CCC1(C)C,8.71
CC(=CC=CC(C)C(=O)O)C1CNC(C(=O)O)C1CC(=O)O,9.82
O=C(O)C1CCCCN1,10.63
CCN(c1ccccc1)C(C)(C)C,8.02
C(=CCC=Nc1ccccc1)C=Nc1ccccc1,8.52
CNCC(O)c1ccccc1,9.31
NC(Cc1ccccc1)C(=O)O,9.155
CN=C1C(C)(C)c2ccccc2C1(C)C,7.0
CCN(CC)Cc1cccc(C)c1O,10.91
Cn1cc(O)nc1N,13.4
CSc1nc(N)c2[nH]cnc2n1,3.1
Cc1ccc(CN)cc1N,9.77
N=C1CCCC1,8.95
OC1C=CC=CC=C1,-7.0
CN(C)CCNS(=O)(=O)c1cccc2c(N(C)C)cccc12,10.94
NC(=O)CCc1ccccn1,5.09
Brc1ccnc2c1ccc1cccnc12,4.03
NC(=O)Cc1ccncc1,5.08
Cc1cc(=O)[nH]c2c1CCO2,8.44
N#Cc1cccnc1,1.48
N#CC(C#N)N=Nc1ccccc1Cl,-0.77
CCc1ccnc2c1ccc1cccnc12,5.44
Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,6.31
Nc1ccc2c(c1Br)CCCC2,3.05
NCC(O)C1N=C(N)NC1C(=O)O,11.9
CCCc1c(C)[nH][nH]c1=O,2.8
CN(C)c1ccc(C=Nc2ncc3[nH]cnc3n2)cc1,5.26
Nn1cnnc1,2.53
c1cnc2c(c1)ccc1ncccc12,4.0
C1=C(c2nc3ccccc3s2)C2CCN1CC2,7.4
SCCNCc1ccccc1,10.28
Nc1ccc(S(=O)(=O)Nc2cccnn2)cc1,1.3
Cn1c(CCl)nc2c(O)ccc(O)c21,4.03
Cn1nnnc1N,1.82
NC(=O)CCCCc1ccncc1,5.92
CCN1CC1,7.91
CN(C)CCCN=C(c1ccccc1)c1ccccc1,9.4
CNc1ccncn1,6.12
c1cc2nccnc2cn1,2.5
OCCCc1ccccn1,5.71
CC(C)N(CCc1ccccc1)CCc1ccccc1,10.02
CCN(CC)Cc1cc([N+](=O)[O-])c2ccccc2c1O,11.04
Cc1ccccc1N(C)C,6.0
CC(C)CC(N)C(=O)NC(Cc1c[nH]cn1)C(=O)O,7.235
CCSC(=O)c1cccc(Br)c1,-5.53
Cc1[nH][nH]c(=O)c1C(C)C,3.0
CCC(C)(C)Nc1ccccc1,6.55
CC(CN)c1ccccc1,9.94
Nc1ccncn1,5.7
CNC(=S)c1ccccc1,-2.5
Cc1cnccn1,1.42
CC=C1CN2C3CC45c6ccccc6N(C)C4C2CC1C3C5O,8.5
N=C(c1ccccc1)c1ccccc1,6.82
CCN=C(CC(=O)c1cccc(S(=O)(=O)O)c1)n1ccnc1,4.5
CN(C)c1ccc(C=Cc2cc(N)c3ccccc3n2)cc1,9.7
CNc1cccnc1,6.41
Oc1ccccc1-c1ccccn1,4.2
Cc1cc(=O)n(-c2ccccc2)[nH]1,1.07
CN(C)c1ccc(NC(=O)C=NO)cc1,4.94
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,9.12
CC(C)NCC(O)COc1ccccc1,9.45
CC(=O)n1ccnc1,3.6
CCc1cc(C)nnc1C,4.73
Nc1ncc(Sc2ccccc2)s1,4.16
O=C(C=Cc1c[nH]cn1)OCCCl,4.8
c1coc(C2CN3CCC2CC3)c1,10.03
COc1cccc(CN)c1O,8.7
Cc1ccc(C(=O)O)s1,-0.57
Cc1nc[nH]c1C,8.19
CCOC(=O)CCCc1ccccn1,5.32
Cc1ccccc1N,4.45
CN1C2=C(CCCC2)SC1N=N,8.2
Cc1ccn(C)c2nc3ccccc3c1-2,8.35
c1ncc2c(n1)NCCN2,6.63
CC(=O)c1ccccc1N,2.31
S=C(N=Nc1ccccc1)NNc1ccccc1,4.64
CC1C2Cc3ccc(O)cc3C1(C)CCN2CCF,8.35
CC(=O)N(N=C(C)C)C1CCN(C)CC1,8.6
CCC1CN1CC,8.19
CN(C)Cc1cnc2ccc(-c3ccccc3)nn12,2.99
COC1CC=C2CCN3CCC(CO)C(=CCO)C23C1,8.42
NC1CCCc2ccccc21,9.66
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,9.66
O=C1N=CCc2ccccc21,-1.2
Cc1nnc2c(c1C)CCCC2,5.41
C[n+]1ccc(NN)c2ccccc21,2.61
CCCCCCN(CCCCCC)c1ccccc1,4.89
CCOC(=O)c1ccc(N)cc1,2.58
CCOC(=O)Cc1ccccn1,4.25
NNc1nncc2ccccc12,7.25
CCN1CCC2(C)c3cc(O)ccc3CC1C2C,9.42
CCC(C)C(=O)CCN1CCOCC1,7.07
COc1ccc(N(C)C)cc1,5.86
O=C1N=CCc2nccnc21,11.05
Cc1c(O)oc(C(C)(C)C)c1O,4.84
CC(C)Cc1ccc(O)c(CN(C)C)c1,8.51
O=[N+]([O-])c1ccncc1,1.86
Cc1cc(-c2ccccc2)nn2ccnc12,4.84
COc1ccc(-c2cnc(-c3ccccc3)o2)cc1,1.05
N=C1CC=NC(=S)N1,10.63
CCOc1nc(=O)cc[nH]1,8.2
Nc1nc2cc3ccccc3cc2[nH]1,7.01
O=C(CCCCN1CCOCC1)c1ccccc1,7.5
CN(C(=O)c1ccccc1)c1ccccn1,1.44
NNC(=O)c1cccc(N)c1,3.16
Nc1ccccc1-c1ccccc1,3.81
COCc1ccccc1CN(C)C,9.19
NCc1cccc(O)c1O,8.3
O=c1o[nH]c2c1CCNCC2,9.6
Nc1nc(N)c2[nH]c(N)nc2n1,6.23
S=C1N=C(c2ccccc2)C(SCc2ccccc2)N1,-3.31
CC1CCN2CCCC12,11.44
C1CCc2nnc3c(c2CC1)CCCC3,6.03
CCOC(=O)CC(NC)c1ccccc1,8.23
CN(C)CCCCC(=O)Oc1cccc([N+](=O)[O-])c1,10.07
O=c1cc[nH]c2cccnc12,10.01
CN(C)CCN1C=Nc2cccc3cccc1c23,4.64
CC(C)(C)CC(=O)n1cnc(Br)c1,4.0
Clc1cc2cccnc2c2ncccc12,4.22
Nc1ccnc(-c2ccccn2)c1,8.1
O=C(O)C12CNCCC1O2,9.14
Oc1ccccc1CN1CCCCC1,11.01
CNc1c(C)cccc1C,6.12
Cc1ncnc2c(O)cccc12,2.9
OCCn1cnc2ccccc21,5.29
COCCCCNc1ccccc1,4.6
NNCCc1ccccc1,7.25
CN(C)c1ccc(C2CN3CCC2CC3)cc1,10.29
C#CC(C)(C)Nc1ccccc1,4.26
Cc1cc(N)cc[n+]1[O-],4.1
O=C1N=CCC=N1,9.17
COc1ccc2c(c1)NCCN2,5.26
CNCCc1ccccc1,10.23
CC1CCNC(C)(C)C1,11.1
Nc1ccc(C=O)cc1,1.74
O=C1C=CCC=N1,11.68
O=C(O)c1ccc(N=Cc2ccccc2)cc1,1.97
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,8.65
Cn1ccc(N)nc1=O,4.52
Cc1cnc(C)c(O)c1C=O,4.1
Nc1nc(C(F)(F)F)c2[nH]cnc2n1,1.85
COc1ccc(CN)cc1N,9.77
Cc1nc2c(O)ccc(O)c2n1C,6.47
O=c1cc[nH]c2ccccc12,11.25
c1ccc(-c2ccc3nccn3n2)cc1,4.71
Cc1cc(-c2ccccc2)nn(CCN2CCOCC2)c1=N,9.7
CN(C)S(=O)(=O)c1ccc(N)cc1,1.53
CP(=O)(Cc1ccccc1)c1ccccc1,-1.82
CC(C)C1CC(CC(=O)O)NC1C(=O)O,10.4
NC(C(=O)O)C(O)C(=O)O,8.875
Nc1cc(O)[nH]c1O,9.0
NC(Cc1ccccc1)c1nn[nH]n1,8.18
O=C1C=CN2CC3CC(CN4CCCCC34)C2C1,9.25
COc1cc2c(cc1OC)C(=O)Cc1ccc3c(c1CN(C)CC2)OCO3,8.09
c1ccc(Oc2cccnc2)cc1,4.24
CCc1nc2ccccc2[nH]1,6.2
CC1=NCCc2c1[nH]c1ccc([N+](=O)[O-])cc21,6.37
CCCC1NC(C(=O)O)CS1,6.25
Cn1c(=O)[nH]c2c[nH]c(=O)nc21,8.74
O=[N+]([O-])c1ccc2[nH]c(C(F)(F)Cl)nc2c1,0.77
c1nc[nH]n1,2.5
CN(C)CCCCN1C=Nc2cccc3cccc1c23,5.3
Nc1ccccn1,6.95
COc1ncc2ccccc2n1,1.31
CC(=C(CCO)SSCCC(C)C)N(C=O)Cc1cnc(C)nc1N,5.58
Cc1[nH]nc2c(N)ncnc12,5.02
Nc1ccc(Cl)cc1,3.96
Cc1ccncc1C,6.53
CNc1ccc[n+](O)c1,-2.42
c1ccc2c(c1)NCCN2,4.84
CC(N)(C(=O)O)c1ccccc1,9.0
Cc1nc(N)c2ncsc2n1,4.56
CCN(CC)Cc1cc(Br)ccc1O,10.67
Cc1cc(C)nc(C)c1,7.35
CCCCOc1ccc(OCCCN2CCOCC2)cc1,6.24
Nc1cccc2cc([N+](=O)[O-])ccc12,3.15
Cc1ccnnc1,3.22
c1ccc2[nH]ncc2c1,1.31
Cc1cc(C)n(C)c(=O)n1,4.0
CNc1nccn2cc(-c3ccc([S+](C)[O-])cc3OC)nc12,5.36
CCC(C)(N)C(=O)O,9.98
c1ccc(C2CN3CCC2CC3)cc1,10.2
O=[N+]([O-])c1ccc2[nH]ncc2c1,0.13
O=[N+]([O-])c1cc2c[nH]nc2cc1[N+](=O)[O-],-0.73
CC1(C)SC2C(NC(=O)Cc3ccc(N)cc3)C(=O)N2C1C(=O)O,4.6
NCC(=O)NCCc1c[nH]cn1,7.4
Cc1ccc(CN)cc1,9.51
O=Cc1ccc(-c2cnc(-c3ccccc3)o2)cc1,0.57
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,12.25
Nc1ccncc1C(=O)O,9.1
CCN(CC)CCNc1cc(Nc2ccc(Cl)cc2)nc(C)n1,9.3
CCc1ccc(C)nn1,4.17
N#Cc1cccc(N)c1,2.83
Nc1ccncc1,9.16
Nc1ccc([N+](=O)[O-])c(F)c1,-0.3
Nc1ccc(Cl)cc1Cl,2.07
CCc1c(C)nnc(C)c1C,5.17
c1ccc(N=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,-0.92
CCCCN(CCCC)c1nnc(-c2ccccc2)cc1C,4.88
Cc1c2cc[nH]cc2cc2c1nc1ccncc12,7.5
COc1ccc(O)c(CNC(CO)C(=O)O)c1,8.3
Cc1ccccc1C(=NCCCN(C)C)c1ccccc1N,9.0
CCCCNc1nnc(-c2ccccc2)cc1C,6.1
OCCCc1ccncc1,5.9
CCCCN(CCCC)c1ccc([N+](=O)[O-])cc1,1.08
Cn1cnc2ncn(C)c2c1=O,2.16
Cc1cc(-c2cc(C)[nH]n2)[nH]n1,2.8
CCc1ccc(O)c(CN(C)C)c1,8.51
CC1CCCNC1,10.92
CCN(CC)N=C(N)CC[Si](C)(C)C,10.65
Cc1ccc2ccc3ccc(C)nc3c2n1,6.15
COc1cccc(N)c1,4.23
Nc1cccc2ccncc12,6.06
NS(=O)(=O)c1ccccc1C(=O)O,3.14
Nc1cccc2nc3ccccc3c(N)c12,11.0
CN(CO)c1ccc(Cl)cc1,3.02
C=Cc1ccncc1,5.62
Nc1ccc2ncncc2c1,3.29
C[N+](C)(C)CCOC(=O)C=Cc1c[nH]cn1,4.6
CC(C)NCC(=O)c1ccc(O)cc1,9.58
COc1cc([S+](C)[O-])ccc1-c1cn2cccnc2n1,3.7
Nc1ncnc2c1ncn2C1CCCCC1,4.19
Nc1ccc(C(=O)O)cc1,2.41
Nc1[nH]cnc(=O)c1N,9.86
COc1ccc(C(N)=O)cc1,-1.6
CCOCCN(CCOCC)c1ccccc1,4.1
c1ccc(Nc2ccccc2)cc1,0.76
Cn1cnc2c(N=O)c(O)ccc21,3.31
Cc1cccc(N=CN(C)C)c1,9.11
Nc1cccc2cccc(N)c12,4.6
Cc1cnc2c(c1)c(C)cc1c(C)ccnc12,5.9
CN1CCNCC1,9.6
CCc1ccc(C2CCCN2C)cn1,3.69
CN1CCC23c4c5ccc(OC6OC(C(=O)O)C(O)C(O)C6O)c4OC2C(O)C=CC3C1C5,8.1
COc1nc(N)c2cnn(C)c2n1,3.66
Nc1c(Br)cccc1Br,0.36
Oc1ccc2ccncc2c1,5.7
CN1C(C)(C)CCCC1(C)C,11.25
CCC(N)CO,9.53
CCCNc1ccncc1S(=O)(=O)NC(=O)NC(C)C,7.58
Cc1ccccc1CN(C)C,8.71
Cc1ccc(-c2cnc(-c3ccc(Br)cc3)o2)cc1,0.56
Nc1ccc2[nH]c(CCc3ccccc3)nc2c1,7.2
NC(CCNc1ccccc1)=NO,5.35
COc1ccc(N)cc1C(=O)NC1CC2CCC(C1)N2Cc1ccccc1,8.86
c1ccc2nnccc2c1,2.29
Nc1ccccc1N,4.43
Nc1ncc([N+](=O)[O-])s1,0.61
CC(CN1CCCC(C)(C)C1)Nc1ccccn1,9.23
CN(C)c1ccncc1,9.7
CC1CC23C4CCCN2CCCC3C(CC4O)C1=O,9.13
CC(C)(C)c1ccncc1,5.95
Ic1ccccn1,1.82
NC1CCN(Cc2ccccc2)CC1,9.79
CC1NCCCN1,9.09
c1ccc(N2CCCC2)cc1,4.3
Cc1cc(-c2ccccc2)nn2cc(CN3CCOCC3)nc12,6.3
S=c1cnc2ccccc2[nH]1,-1.11
Cc1[nH]ncc1Cl,1.4
Oc1cccc2cncnc12,3.41
Cc1nc(N)c2c[nH]nc2n1,5.41
c1ccc(CN(CC2CO2)CC2CO2)cc1,5.75
C=Cc1c(C)c2[nH]c1=Cc1[nH]c(c(=CC)c1C)=Cc1[nH]c(c(C(=O)NCC)c1C)C(CC(=O)OC)=C1N=C(C=2)C(C)C1CCC(=O)OC,2.7
CCCN(CCCl)CCCl,6.7
CN1CCCN(C)c2cccc3cccc1c23,10.27
Nc1cnnc2ccccc12,6.84
CCc1c(C)c[nH]c1C,3.19
C=CCSSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N,5.65
Nc1nc2[nH]cnc2c(N)[n+]1[O-],3.7
CC(CCCNCc1ccccc1)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,9.06
CSc1nc2cc3c(cc2[nH]1)CCCC3,5.0
c1ccc(-c2nc3ccccc3[nH]2)nc1,4.41
CC(C)(C)N1CCCC(=O)C(O)CCC1,7.6
O=C(O)c1ccc2nc3ccccc3cc2c1,5.22
CC(O)CN(Cc1ccccc1)CC(C)O,7.5
CC(C)(C)c1ccccc1N,3.78
Cc1cc2c(C)ccnc2c2ncccc12,5.71
COC(=O)C(N)CCONC(N)=O,6.95
CN(C(=O)c1ccccc1)c1cccnc1,3.66
Cc1cc(-c2cc(C)n(C)n2)nn1C,2.22
CCC(C(=O)O)C(CO)Cc1cncn1C,7.47
Cn1ccc(=O)c2ccccc21,2.36
CCOc1ccc2[nH]cnc2c1,5.57
CN1CCN(C(=O)c2ccccc2)CC1,6.78
CCN(CC)CC(=O)NCc1ccccc1,8.07
C(=Cc1ccncc1)c1ccccc1,5.87
COc1ccc(Nc2ccccc2)cc1,1.38
Nc1ncnc2[nH]ncc12,4.59
COc1cc([S+](C)[O-])ccc1-c1cn2ccnc(OC)c2n1,2.46
Cc1cn(C)c(=O)nc1N,4.76
CC(=O)c1ccccc1,18.34
O=C(O)c1ccccn1,5.32
CC1=Nc2ccc(C)cc2N=C(C)C1,3.75
Cc1ccc(N)cc1-c1cc(N)ccc1C,4.4
Cn1cnc(=O)c(-c2ccccc2)c1,1.99
O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1,6.81
Cc1nnc(N)nc1C,3.71
CCOC(=O)c1cnc(N)s1,3.04
Cc1cc2ncn(C3OCC(O)C(O)C3O)c2cc1C,4.64
c1ccc2cnncc2c1,3.47
CCN(CC)CCCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,7.74
Cc1cc([N+](=O)[O-])ccc1N=NC(C#N)C#N,-0.74
OCCCc1cccnc1,5.57
Brc1cc2cccnc2c2ncccc12,4.2
c1ccc2c(c1)C1CCN2c2ccccc21,4.54
c1cncc(-c2ccco2)c1,4.62
CN(C)c1cccc([N+](C)(C)C)c1,2.6
C=CC(C)Nc1ccccc1,4.57
CCN(CC)CC(=O)Nc1cc(C)ccc1C,7.92
Nc1ccnc(-c2cc(Cl)ccn2)c1,7.4
Cc1cccnn1,3.46
NC(=NO)C(N)Cc1ccccc1,7.06
Nc1ccc2c(c1)-c1c(ccc3ccccc13)C2,4.67
Nc1ccc(-c2nc3ccccc3s2)cc1,3.0
CSc1cc(C)ncn1,3.25
COC(=O)c1c2ccccc2nc2ccccc12,3.45
CN(C)c1ccncn1,6.35
COc1ccc(-c2cc3ccncc3[nH]2)c(OC)c1,8.29
Cn1ccc(=S)c2ccccc21,0.56
CCOC(=O)C(C)N,7.8
Cc1cc(=S)[nH]c(=S)[nH]1,12.02
CC(C)CCNc1ncnc2[nH]ncc12,4.62
CC1CCN(c2ccncc2)CC1,-0.56
Nc1nc2ccccc2[nH]1,7.49
[O-][n+]1cnc(NCc2ccccc2)c2[nH]cnc21,2.86
CCOCCNc1cccc(OC)c1,3.67
CN1CCc2cccc(c2)CCc2ccc1cc2,6.76
CC[n+]1c(O)cc[nH]c1=S,8.65
c1cnc2c(c1)CCCC2,6.6
C1=C(Cc2ccccc2)C(=NCCN2CCOCC2)N=NC1c1ccccc1,6.95
NCCCCCc1ccccc1,10.51
CNc1ccc(OC)cc1,5.93
CN(C)CC1C2C=CC(C2)C1CO,9.54
Nc1cnc2cc3ccccc3cc2c1,4.78
Nc1cn[nH]c1,5.57
CC(=O)n1ccnc1C,5.03
COc1ccc(C(=O)S)cc1,-4.9
COc1c2ccccc2nc2ccccc12,7.0
c1cnoc1,1.31
Cc1cc(C)cc(N)c1,4.81
Cc1ccc(CN2CC(O[Si](C)(C)C)C2)cc1,8.24
Oc1ccc2c(c1)ncc1ccccc12,4.82
N#CCC(N)c1ccccc1,6.7
CCCn1ccnc1C,8.2
OCCc1ccncc1,5.68
NCCc1ccc([N+](=O)[O-])cc1,9.42
Nc1ccc2nnccc2c1,5.04
COCCNc1ccc(Cl)cc1,3.3
CSc1ccncc1,5.97
Cc1cc2cccnc2c2ncccc12,5.26
NCCC(=O)Oc1ccc([N+](=O)[O-])cc1,9.17
N#CC(C#N)N=Nc1ccc([N+](=O)[O-])cc1Cl,-0.62
O=C(O)CN(CC(=O)O)Cc1cc([N+](=O)[O-])ccc1O,10.22
Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,6.54
Nc1cccc(-c2cccc(N)n2)n1,6.7
CCN1CCC=C1C,11.88
COC(=O)C(Cc1c[nH]cn1)NC(C)=O,6.3
NC(=O)C(N)Cc1c[nH]cn1,7.64
CC(C(O)c1ccccc1)N(C)C,9.51333333333333
CSC(C)=N,6.71
C=C(C)C1CNC(C(=O)O)C1CC(=O)O,10.21
Cc1c(C(=O)O)sc2cc(Cn3ccnc3)ccc12,6.35
CC(C)N(CCC(c1ccccc1)c1ccccn1)C(C)C,10.5
Nc1ccc2ccccc2c1[N+](=O)[O-],-0.92
NCc1ccccn1,8.47
Nc1ccc(Cl)c2ccccc12,3.4
CC(CN)C(=O)O,9.91
CCc1cc(CC)c(OC)c(C(=O)NCC2CCCN2CC)c1O,9.54
CCCNC(C)C(=O)Nc1ccccc1C,7.32
CC(C)CCSC(=N)c1ccccc1,8.43
Nc1nncc2ccccc12,6.6
CCN(CC)CCNc1nc(C)cc(N)n1,9.8
CCCn1ccnc1CO,7.04
O=P(O)(O)C(NCc1ccncc1)c1ccccc1O,12.15
Cc1ccc(C)c(N=NC(C#N)C#N)c1,-0.84
Nc1ccc(Br)cc1,3.79
CC(=O)c1c(C)cc(C)cc1C,17.61
Cc1cccc(C)c1N,3.84
