molecules,pkb
CN(C)N=C(N)CC[Si](C)(C)C,10.2
N#CC(C#N)N=Nc1ccc(N=Nc2ccccc2)cc1,-0.87
CN(C)c1ccc(C#N)cc1,1.78
CCc1cnc2c(ccc3cccnc32)c1,4.98
CCCCNCC(=O)c1ccc(O)cc1,8.55
CC(C)Nc1ncnc2[nH]ncc12,4.62
CN(C)c1ccc(C(O)(c2ccccc2)c2ccc(N(C)C)cc2)cc1,6.93
CSc1ccc(N)cc1I,3.44
Cc1ccccc1-n1nnnc1N,1.23
NNC(=O)c1ccncc1,11.04
Oc1ccc2[nH]cnc2c1,5.69
CC(=O)Nc1ccc2nc3ccccc3cc2c1,4.7
Nc1ccnc2ccc3ncccc3c12,7.3
CCCCCNCc1ccccc1O,8.65
Oc1ccc2cnc3ccccc3c2c1,5.35
COc1cc(N)c(C#N)c(N)n1,4.17
Cc1ccc2c(c1)c1c3c(nccn32)CCC1,6.24
CN(C)C=Nc1ccccc1[N+](=O)[O-],5.65
Cc1cc(=S)[nH]cn1,7.3
CCc1ccc(N=Nc2ccc(N(C)C)cc2)cc1C,2.6
CN(C)CCCC(=O)Oc1ccc([N+](=O)[O-])cc1,9.6
CCC(N)C(=O)O,9.67
NC1CCc2ccccc2C1,9.97
CCCn1ccnc1C=O,5.15
Cc1cn(C)nc1C,3.56
S=c1[nH]cnc2ncncc12,6.23
c1ccc(-c2ccco2)nc1,4.18
CC1=C(CC(C)NCC(O)c2ccc(F)cc2)CCC1(C)C,8.51
CC(C)(N)c1ccccc1,10.38
CN,10.76
CCN1CCCC1CNC(=O)c1c(O)cccc1OC,9.54
CCN(CC)CC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,9.65
Nc1ncc2[nH]cnc2n1,3.8
c1ccc2c(c1)CCCN2,4.96
CCNCC(=O)Nc1c(C)cccc1C,8.06
O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OCCN1CCOCC1,7.52
CC(C)(C)c1cc(N)cc(C(C)(C)C)c1[N+](=O)[O-],2.93
c1ccc(-c2ccncc2)nc1,4.77
Oc1ccc(F)cc1CN1CCCCC1,11.31
O=C(O)C=Cc1c[nH]cn1,6.275
NC(=O)C(N)C(O)C(=O)O,7.17
CC(=O)NNC1CCN(C)CC1,8.7
Cc1ncc(CN)c(N)n1,4.0
Nc1ccncc1F,4.77
Cc1ccc(-c2ncc(-c3ccc(Br)cc3)o2)cc1,0.87
NCCC(=O)c1ccccc1,8.3
COc1cc([S+](C)[O-])ccc1-c1cn2ccncc2n1,2.88
CN1C=CC(N=N)c2ccccc21,10.6
CCN1CCCC1CNC(=O)c1c(OC)ccc(Cl)c1O,9.54
CC(C)NCCc1ccc(O)cc1,10.75
CC(O)CN(CCN1CCOCC1)CC(C)O,7.9
Brc1ccc(-c2cnc(-c3ccccc3)o2)cc1,0.65
CN1c2ccccc2C=CC1N=N,9.17
Cc1nccc2c1[nH]c1ccccc12,6.55
NC(=O)CCCc1cccnc1,5.33
O=c1nc2ccccc2c[nH]1,10.69
CN(C)Cc1cc(N=Nc2ccccc2)ccc1O,10.23
O=C(O)C(CO)NCc1ccccc1O,8.22
COc1cc2c(cc1O)CCN1Cc3c(ccc(OC)c3OC)CC21,9.55
CCCCCCCCCCCCCCCC(=O)NC(Cc1c[nH]cn1)C(=O)O,6.2
c1ccc(N(CC2CO2)CC2CO2)cc1,-0.4
CCCCCC(=N)NN(C)C,10.4
O=[N+]([O-])c1ccc(-c2cnc(-c3ccccc3)o2)cc1,0.35
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,8.26
NCc1nc2ccccc2[nH]1,8.02
CN(C)C=Nc1cccc(O)c1,7.88
C1CCN2CC3CC(CN4CCCCC34)C2C1,11.3
Cn1ccnc1-c1nccn1C,4.91
Nc1cccc2c1CCCC2,4.5
CCCCN(CCCl)CCCl,6.63
Cc1cc(C)nc(N)n1,4.93
C#CCN1CCN(C(=O)OCC)CC1,5.44
c1ccc(CC2CCCN2)cc1,10.35
O=C(O)c1ccncc1,4.9
O=[N+]([O-])c1ccc2[nH]c(-c3ccco3)nc2c1,2.64
CC(C)(C)c1ccccn1,5.72
CCc1ccccc1N,4.37
Cc1ncc(CO)c(CN)c1O,10.32
Cc1cnn(C)c1C,3.58
Cc1ccnc2c1ccc1c(C)ccnc12,5.94
OCC1OC(n2cnc3c(=S)[nH]cnc32)C(O)C1O,7.63
C=C(C(=O)OC1CC2C3OC3C(C1)N2C)c1ccccc1,7.72
CC(=O)C1C(=O)c2ccccc2C1=O,2.88
Cc1cccc(N=Nc2ccc(N(C)C)cc2)c1,2.33
Cc1cc(Br)cc(C)c1N(C)C,4.36
C[n+]1c(O)c(=O)[nH]c2ccccc21,9.74
CSc1nccc2ccccc12,3.93
CN(CCO)c1ccccc1,4.89
CC1CCCN(C(C)C=C(c2cccs2)c2cccs2)C1,8.28
N=C(N)N=c1nc(-c2csc(N)n2)cc[nH]1,9.2
Clc1ccc(Nc2ccccc2)cc1,0.0
CN(C)Cc1ccc(O)c(O)c1O,8.26
Cc1cc(-c2ccc(N)c(C)c2)ccc1N,4.01
CCc1ccnnc1C,4.03
Cc1cc(N)cc(C)c1C,5.15
Cn1cnc2c1c(=O)[nH]c(O)[n+]2C,10.0
CC(C)Nc1ncnc2c1cnn2C,4.22
O=[N+]([O-])c1ccc2[nH]cnc2c1,3.77
COc1ccc(OC)nn1,1.61
c1cc(N2CCOCC2)ccc1N1CCOCC1,4.2
Nc1ccnc(N)n1,7.26
NC1=NC2CC(N1)C(C(=O)O)N2,12.6
CC(CN1CCCCC1)C(C#N)(c1ccccc1)c1ccccc1,7.54
CNc1ncnc2c1cnn2C,4.24
Nc1cccc2cccc([N+](=O)[O-])c12,2.79
Nc1cccc(N)c1O,5.5
Nc1ncccc1C(=O)O,6.59
CN(C)c1ccc(N)cc1,6.37
Cc1ccc2[nH]cnc2c1,5.81
CCS(=O)(=O)c1cc(OC)c(OC)c(C(=O)NC2CC3CCC(C2)N3Cc2ccccc2)c1,8.9
CC1(N)CC1N,9.06
CCC1=CC(c2ccccc2)N=NC1=NCCN1CCOCC1,7.08
COc1ccc(N)cc1CN,9.77
CCc1nc2cc3ccccc3cc2[nH]1,6.14
CCN(CC)c1nc(N)nc(N(CC)CC)n1,6.28
O=C(N=NCc1ccccc1)c1ccncc1,1.82
Cc1ccnc(C)c1,6.77
Nc1cccc([N+](=O)[O-])c1,2.6
CC(N)Cc1ccc2c(c1)OCO2,9.67
CC1CNCC(C)N1,9.86
c1ccc(CCNc2ncnc3[nH]cnc23)cc1,4.2
CC(=O)N=C1C(=O)N(c2ccccc2)N(C)C1C,0.18
Cc1cc(N)c(O)cc1C,5.28
CC1CCC2C(C)CCC(C(=O)O)N2C1,10.8
O=C(O)c1cc2cc(Cn3ccnc3)ccc2o1,7.17
N=C(N)N=c1nc(N)[nH]c(=NC(=N)N)[nH]1,9.8
CCN(CC)C(C)C(=O)Nc1c(C)cccc1C,8.11
Cc1nc(-c2ccccc2)[nH]c1C,7.0
CC1NC1C,5.335
Nc1cccc(B(O)O)c1,4.46
CCCCN=C(C)NN(C)C,10.4
CCc1nc2cc3c(cc2[nH]1)CCCC3,6.64
CC1(C)CCCC(C)(C)N1,11.17
c1coc(CNCCNCc2ccco2)c1,8.61
Cc1cccnc1N,7.24
Cc1ccn(-c2ccccn2)n1,1.36
Cc1ccc(-c2ncc(-c3ccc(Cl)cc3)o2)cc1,0.88
O=Cc1cccc(C=O)n1,1.92
Oc1c(Cl)cc(Cl)cc1CN1CCCCC1,11.12
CCC=CCc1nc(C(=O)O)cn1C(C(=O)O)C(C)(C)S,6.4
Nc1ncnc2nn(C3CC(O)C(CO)O3)nc12,3.1
c1ccc(-c2ccc3ncc(CN4CCOCC4)n3n2)cc1,6.21
O=C(Nc1ccccn1)c1ccccc1,3.33
c1ccc2cc3[nH]cnc3cc2c1,5.24
CCc1ncc[nH]1,8.05
COc1cc(CN)ccc1O,8.94
CNc1ncnc2[nH]ncc12,4.53
CCCCCCCCCCNc1ccccc1,4.56
Nc1ccnnc1,6.69
Cn1cnc2[nH]c(=O)[nH]c(=O)c21,0.87
CC1=CSC2=NCCN12,9.81
O=C(O)c1cnccn1,-0.7
O=C(O)C1OC(Oc2cccc3ncccc23)C(O)C(O)C1O,4.91
CC(=Nc1ccccc1O)c1ccccc1O,5.14
Cc1cc(-c2ccccc2)n(-c2ccc(C(=O)O)cc2)n1,1.59
O=[N+]([O-])c1ccc(-n2nnnc2C=Cc2ccc(Cl)cc2)cc1,-3.05
c1cncc(-c2nc3ccccc3[nH]2)c1,4.53
Cn1cnc2c1C(=O)c1[nH]cnc(=O)c1C2=O,6.09
ON=C(NO)c1ccccc1,3.8
CN(C)CC1C2CCC(C)(C1N)C2(C)C,9.84
CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC=O,8.11
CC1CC(=O)CC(=O)O1,5.1
Nc1ccc2cc3ccc4ccccc4c3nc2c1,6.72
Cc1[nH]nc2c(NCc3ccco3)ncnc12,4.84
S=c1nc2[nH]cnc2c[nH]1,7.15
Cc1cc(-c2ncc[nH]2)nn1C,6.2
Brc1cncc2ccccc12,3.54
[O-][n+]1cccc2ccccc21,0.7
CCNc1cc[nH]c(=O)n1,4.58
Cc1cc(N)nc2ccc3ccccc3c12,7.14
CC1=CCN2CCC(O)C12,9.6
CCOc1ccc2nc3cc([N+](=O)[O-])ccc3c(N)c2c1,7.5
CC(=O)N(C)c1cccnc1,3.52
c1ccc(CC2=NCCC2)cc1,6.9
S=c1nc2nccnc2c[nH]1,6.52
NNC(=O)c1ccc(N)cc1,3.56
c1ccc(-c2ccccn2)nc1,4.42
CCCCc1cccnn1,3.49
Cc1cc(C)n(-c2cc(C)n(C)n2)n1,2.19
Nc1nsc2ccccc12,2.45
CCCCNc1ncnc2c1cnn2C,4.22
O=C1Nc2cncnc2NC1c1nc2ncncc2[nH]c1=O,1.0
O=C(O)CN(CC(=O)O)Cc1nc2ccccc2[nH]1,6.87
COc1ncc2[nH]cnc2n1,2.44
CC(CCCNCc1ccccc1)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,9.07
CSc1ncnc2[nH]ncc12,1.0
COc1ccc(CN)cc1,9.67
Cc1c(Cn2ccnc2)n(C)c2ccc(C(=O)O)cc12,6.32
Cc1cn2nc(-c3ccccc3)ccc2n1,5.09
Nc1ccc(S(=O)(=O)Nc2cncnc2)cc1,1.9
CC(=O)NS(=O)(=O)c1ccc(N)cc1,1.58
COc1cc(C)nc(NN)n1,6.2
CN(C)c1ccc(Cl)cc1,4.39
CCC(=O)C(CC(C)N1CCCCC1)(c1ccccc1)c1ccccc1,8.58
CNc1nc(C)nc2c1cnn2C,5.0
CCN(CC)CCCNS(=O)(=O)c1ccc(OC)c(OC)c1OC,9.54
CCN(CC)CCNc1cc(C)nc(N)n1,9.55
CN(C)c1ncnc2c1ncn2C1OC(CO)C(O)C1O,3.65
O=C1CCCC2C3CC(CN12)C1CCCCN1C3,9.3
CC1CN(C)CCN1C,8.36
CC(N)Cc1ccc(O)cc1,9.3
NC1(C(=O)O)CCCCC1,10.02
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,4.84
CCCCCCCCCCCCCCCCCc1c2ccccc2nc2ccccc12,5.5
NCCCCCCBr,10.6
Cn1c(=S)ccc2ccccc21,-1.6
CN(C)CC(CSCc1ccccc1)SCc1ccccc1,7.3
CCOc1ccccc1N,4.51
Nc1cccc2ncncc12,3.57
Cc1ccc(C2CCCN2)cc1,9.99
Cc1nnc(C)c(C)n1,2.85
CN(C)CCCN=C(c1ccccc1)c1cccc2ccccc12,9.0
Cc1ccc(NCCNc2ccc(C)cc2)cc1,3.35
CNC(C)Cc1ccc(OC)c(OC)c1,9.8
CN1CCC23c4c5ccc(OCc6ccccc6)c4OC2C(O)C=CC3C1C5,8.07
CC(C)(C)c1ccnc(C(C)(C)C)c1,6.7
NCCCCCc1ccccn1,10.38
CC1(C)C=C(N2CCCC2)CC(=O)C1,3.15
O=C(O)C(O)Cc1c[nH]cn1,7.32
Nc1cc([N+](=O)[O-])c2ccccc2c1,2.62
COc1ccc2[nH]c3c(c2c1)CCN=C3C,9.21
N#CC1=CN2CCC1CC2,5.84
Cc1cccc(-n2nnnc2N)c1,1.08
Cc1ccc(C(N)=NO)cc1,5.14
CCOC(=O)c1c[nH]c2cc([N+](=O)[O-])ccc2c1=O,9.32
NCCCBr,8.93
COCCNc1cccc(OC)c1,3.7
CSSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N,5.59
CN(C)Cc1ccccc1CO,8.78
O=P(O)(O)C(NCc1ccccn1)c1ccccc1O,12.06
NCCCCCCO,10.62
c1ccc(Nc2nccs2)cc1,4.33
Cc1ncnc2c1NCCN2,6.74
CN(C)Cc1cccc(NC(=O)C=NO)c1,9.12
CCNC(N)=O,1.19
OCCc1cccnc1,5.38
C1OC1CN(CC1CO1)CC1CO1,5.01
CCSC(C)=N,6.9
CCN(CC)Cc1c(C)cccc1O,8.65
Nc1nc(N)c2c[nH]nc2n1,5.58
c1ccc(CNC(CC2CCCCC2)CC2CCCCC2)cc1,7.7
Cc1cnncc1C,4.13
ON=Cc1ccccn1,3.4
Cc1ccc2c(c1)ncn2C1OCC(O)C(O)C1O,4.17
NC(Cc1cccnc1)C(=O)O,9.26
CCCNCc1ccccc1,9.62
Cc1ccc([N+](=O)[O-])c2c(NCCCN(C)C)c3ccccc3nc12,6.29
Cn1c(=O)cnc2ccccc21,-1.15
NC(Cc1c[nH]cn1)C(=O)O,9.21
Brc1ccccn1,0.9
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,2.58
Clc1cccc(Nc2ccccc2)c1,2.34
COc1ccc(C(O)CN)cc1,9.02
Cc1cc(-c2ncc[nH]2)[nH]n1,6.16
CCCC(=N)OCC,7.08
CN(C)C=Nc1ccc(O)cc1,8.28
Cc1cnc(C)c(C)n1,2.65
CC(C)(C)CNc1ccccc1,4.17
NCCCCc1cccnc1,10.16
CC1CNCc2ccccc2OCCOc2ccccc2CN1,9.41
CC(C)CSC(=N)c1ccccc1,8.22
OCC1CCN2CCCC12,10.87
CCC(O)CN(C)CC(O)CC,9.0
Cc1cccc(N=Nc2ccc(N)cc2)c1,2.88
Cn1ccnc1,7.15
O=[N+]([O-])c1ccc(O)c(CN2CCOCC2)c1,7.92
CCN1CCCC1CNC(=O)c1c(O)c(Br)cc(Br)c1OC,9.12
CN1CC(C(=O)O)CC2(O)c3cccc4[nH]cc(c34)CC12,9.2
COc1ccc2c(c1)C(O)N(C)C=C2,2.15
Cc1ccc(CON)cc1,4.4
SCCNCc1cccs1,8.93
O=C1CCc2ccccc2C1,12.83
CCNCC(=O)N(CC)CC,8.78
Nc1cccc2ccnnc12,3.68
NCCC[n+]1ccc2ccccc2c1,8.97
CN(C)C=Nc1ccc([N+](=O)[O-])cc1,6.71
NCc1ccccc1S(N)(=O)=O,8.53
C#CC1(O)CC(C)NC2CCCCC21,9.55
CN(C)c1cccc([N+](=O)[O-])c1,2.58
COc1c(O)cccc1CN,8.89
c1nc(Cc2c[nH]c(Cc3nc(Cc4c[nH]cn4)c[nH]3)n2)c[nH]1,7.49
CN(C)Cc1cc([N+](=O)[O-])ccc1O,9.93
CCOc1ccc2nc(C=Cc3ccccc3)cc(N)c2c1,9.5
COc1cnnc2ccccc12,3.21
c1ccc(C(CCN2CCCCC2)c2ccccc2)cc1,8.96
Cc1ccc2nc3ccc(C)cc3cc2c1,4.5
NCc1cccc(S(N)(=O)=O)c1,8.55
N#CC1C(=O)Cc2ccccc21,4.8
O=C1C=NCC=N1,8.23
Cc1nc2ccccc2[nH]c1=O,9.88
CC(C)NC(c1ccccc1)C(O)c1ccccc1,11.79
CNCCCc1ccccc1,10.58
SCCNc1ccccc1,3.78
Oc1ccc2cnccc2c1,5.85
OCC(O)C(O)C(O)C(O)c1nc2ccccc2[nH]1,5.28
Oc1ccccc1C=Nc1ncc2[nH]cnc2n1,3.38
O=[N+]([O-])c1cc(CN2CCCCC2)c(O)c2ccccc12,10.73
CN(C)CCCN=C(c1ccccc1)c1ccccc1-c1ccccc1,9.2
CC(C)CNC(c1ccccc1)C(O)c1ccccc1,11.34
Cc1ccc(N=NC(C#N)C#N)cc1,-0.83
Cc1c2ccccc2c(CN2CCOCC2)c2ccccc12,6.6
COc1ccc(CN2CC(O[Si](C)(C)C)C2)cc1,8.17
Cc1nnc2c(c1C)CCC2,5.36
N#CC(C#N)N=Nc1ccc(C(=O)CCl)cc1,-0.76
CCSC(=O)c1ccc(C)cc1,-4.2
O=c1[nH]cc([N+](=O)[O-])c(=O)[nH]1,11.5
Nc1cncnc1N,6.03
Cc1[nH]c2ccccc2c1C=Cc1cc2ccccc2n1C,1.22
[O-][n+]1ccc2ccccc2c1,1.01
C=Cc1ccc(C)nc1,5.67
CC(C)(C(=O)O)c1c[nH]c(CO)n1,7.38
Cc1ccccc1NC1CCCCC1,5.34
CCOc1ccc2nccc(C(O)C3CC4CCN3CC4CC)c2c1,8.5
Cn1cnc(C(=O)O)c1C(=O)O,8.0
COc1ccc(O)c(CN(C)C)c1,8.7
CN1CCCC(C(=O)O)C1,9.7
Cc1cnc2c(ccc3c(C)ccnc32)c1,5.57
CCSC(=O)c1ccc(OC)cc1,-3.77
CC(C=C(c1cccs1)c1cccs1)N1CCCCC1C,7.46
NCCc1ccncc1,9.37
CCOC(=O)c1cnc2cc3c(cc2c1OCC)OCO3,4.09
CNc1cc[nH]c(=O)n1,4.55
COc1cccnc1C=O,3.89
Cc1ccc(S(=O)(=O)N2CCNCC2)cc1,7.41
Nc1cccc2nc3ccccc3cc12,6.04
C=Cc1ccccn1,4.92
CN(C)c1ccc(N=Nc2ccncc2)cc1,5.8
Nc1nc(=S)nc(N)[nH]1,7.8
CC1=CC2CCC(O)C2N1C,11.7
CNc1cnc2ccccc2n1,4.1
CC1C(=O)OC2C1CCC1(C)C3CC(=NO)C(C)C21OC(c1ccccc1)=N3,4.675
CC(=O)c1ccc(N=Nc2c(N)n[nH]c2N)cc1,3.32
Nc1ccc(S(=O)(=O)Nc2cccnc2)cc1,2.295
CCN(CC)CCCC(C)Nc1ccnc2cc(Br)ccc12,10.15
C1CCN(C2CCNCC2)CC1,10.73
Clc1ccc(C2NCCS2)cc1,5.01
CC(CC(C#N)(c1ccccc1)c1ccccc1)N(C)C,8.31
COc1ccc(Cl)c2cccnc12,4.13
Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C,4.69
Oc1cnc2ccccc2c1,4.3
CC1CCCCC1=N,9.38
COc1ccc2c(c1)CCN2,6.1
CCCC(=O)C(CCN1CCOCC1)(c1ccccc1)c1ccccc1,7.17
Cc1ccc2nc(C)ccc2c1,5.85
CCCN(CCC)CCc1c[nH]c2ccccc12,8.6
c1ccc(-c2cnc3c(ccc4cccnc43)c2)cc1,4.82
c1ccc(-c2c[nH]cn2)cc1,6.0
c1ccc(Nc2ncnc3[nH]ncc23)cc1,3.92
Nc1ccnc2c(O)cccc12,10.71
CC(=O)c1ccc(O)c2ncccc12,4.0
CN(C)CCNc1ccnc2cccc([N+](=O)[O-])c12,5.77
Cc1cnc2ccccc2n1,0.95
Cc1cc(NCCCN(C)C)c2c([N+](=O)[O-])cccc2n1,6.41
Cc1nc2ccccc2c(NCCCN(C)C)c1[N+](=O)[O-],5.35
CC1(C)CC2CCN1C(=O)C2,5.33
CCOC(=O)c1cnc2ccccc2c1OCC,3.88
Cc1cnc2ccc(C)c([N+](=O)[O-])c2c1NCCCN(C)C,6.07
Cc1cnc2cccc([N+](=O)[O-])c2c1NCCCN(C)C,6.01
CC(CC(c1ccccc1)c1ccccc1)N1CCOCC1,6.9
Cc1cc2ccccc2nc1C,4.93
Cc1ccc2nccc(NCCCN(C)C)c2c1[N+](=O)[O-],6.15
Nc1nnc(-c2ccccc2)s1,2.9
Cc1cccc(C2NCCS2)c1,5.26
COc1cnc2ccccc2n1,0.28
Cc1cnc2ccccc2c1,5.15
Nc1ccc2nc3ccccc3nc2c1,4.52
CSc1cccc2ncccc12,4.5
O=C(c1ccccc1)n1cc(O)[nH]c1=S,-6.6
CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12,10.35
O=[N+]([O-])c1cccc2nccc(NCCCO)c12,7.06
CN(C)CCCNc1ccnc2cc([N+](=O)[O-])ccc12,6.77
Cc1c(Cn2ccnc2)oc2ccc(C(=O)O)cc12,6.08
Cc1c([N+](=O)[O-])ccc2c(NCCCN(C)C)ccnc12,6.71
Cc1nc2c(C)ccc([N+](=O)[O-])c2c(NCCCN(C)C)c1C,6.67
O=c1cc2[nH]c(c1)COCCOCCSCCOCCOC2,10.13
O=[N+]([O-])c1cccc(C2NCCS2)c1,4.63
Cc1ccc2c(c1)cc(C)n2C,0.5
Nc1cnc2ccccc2n1,3.93
c1ccc2nccnc2c1,0.64
COc1ccc(N=Nc2c(N)n[nH]c2N)cc1,3.39
CN(C)CCN(C)c1ccnc2cccc([N+](=O)[O-])c12,4.86
O=C1CSc2ncnc(N3CCOCC3)c2N1,2.07
CN(C)CCCCNc1ccnc2cccc([N+](=O)[O-])c12,6.71
Nc1n[nH]c(N)c1N=Nc1ccccc1,3.43
CCN(CC)CCCC(C)Nc1cc(C)nc2cc(Cl)ccc12,10.18
Cc1cccc2ncccc12,5.0
Cc1ccc2c(c1)CCN2,5.0
CCN(CC)CCCC(C)Nc1ccnc2ccccc12,9.515
C=CC(CC(C)(C)CC(C)(C)C)c1ccc2cccnc2c1O,4.51
O=C(O)c1cnc2ccccc2c1,4.68
c1ccc2c(c1)ccc1[nH]cnc12,5.28
CCCCNc1ccnc2cccc([N+](=O)[O-])c12,7.18
COc1ccc(-c2nc3cncnc3[nH]2)c(OC)c1,3.09
O=C(O)c1ccnc2ccccc12,4.76
O=C(O)c1ccc2ncccc2c1,4.82
CSc1ccnc2ccccc12,5.81
FC(F)(F)c1ccc2cccnc2c1,3.16
c1ccc(-c2nc3cncnc3[nH]2)cc1,2.68
CC(C)N=CNc1ccc(-c2c[nH]cn2)cc1,8.88
NC(Cc1c[nH]c2ccccc12)C(=O)O,9.375
Nc1n[nH]c(N)c1N=Nc1ccccc1O,3.51
CSc1ccc2ccccc2n1,3.71
Oc1ccc(C2NCCS2)cc1,5.5
Cc1cc2cccc(O)c2nc1C,5.86
CC(CN(C)C)C(C#N)(c1ccccc1)c1ccccc1,7.9
CC1=CCCCN1C,11.42
CN1CCC=C(C(=O)O)C1,9.07
CCN(CC)CCNc1ccnc2ccccc12,8.475
CCC(=O)C(c1ccccc1)(c1ccccc1)C(C)CN1CCOCC1,7.12
c1ccc(C2CN2)cc1,6.47
c1ccc2cc(NCCNc3ccc4ccccc4c3)ccc2c1,3.7
Cc1cc(C)c2nccc(NCCCN(C)C)c2c1[N+](=O)[O-],6.37
Oc1cccc2nccnc12,0.85
